video_id,gloss_latency(s),text_latency(s),tts_latency(s),total_latency(s),pred_text,audio_path
sample_624,0.017,0.013,0.214,0.245,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_624.mp3
sample_625,0.026,0.019,0.233,0.279,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_625.mp3
sample_626,0.031,0.012,0.249,0.291,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_626.mp3
sample_627,0.029,0.027,0.435,0.491,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_627.mp3
sample_628,0.055,0.028,0.47,0.554,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_628.mp3
sample_629,0.02,0.009,0.253,0.283,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_629.mp3
sample_630,0.042,0.013,0.35,0.407,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_630.mp3
sample_631,0.036,0.011,0.245,0.293,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_631.mp3
sample_632,0.019,0.028,0.426,0.474,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_632.mp3
sample_633,0.029,0.017,0.225,0.271,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_633.mp3
sample_634,0.025,0.021,0.464,0.511,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_634.mp3
sample_635,0.017,0.015,0.209,0.241,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_635.mp3
sample_636,0.017,0.014,0.214,0.245,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_636.mp3
sample_637,0.015,0.036,0.461,0.512,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_637.mp3
sample_638,0.054,0.029,0.495,0.579,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_638.mp3
sample_639,0.021,0.017,0.23,0.267,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_639.mp3
sample_640,0.033,0.018,0.235,0.286,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_640.mp3
sample_641,0.033,0.026,0.437,0.497,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_641.mp3
